ref:

wavelength (nm)	spectral irradiance (W/m^2/nm)
1.022000000e+03	7.027409279e-01
1.023000000e+03	7.011354145e-01
1.024000000e+03	6.995337735e-01
1.025000000e+03	6.979359976e-01
1.026000000e+03	6.963420798e-01
1.027000000e+03	6.947520127e-01
1.028000000e+03	6.931657893e-01
1.029000000e+03	6.915834021e-01
1.030000000e+03	6.900048441e-01
1.031000000e+03	6.884301080e-01
1.032000000e+03	6.868591865e-01
1.033000000e+03	6.852920722e-01
1.034000000e+03	6.837287580e-01
1.035000000e+03	6.821692365e-01
1.036000000e+03	6.806135003e-01
1.037000000e+03	6.790615422e-01
1.038000000e+03	6.775133549e-01
1.039000000e+03	6.759689309e-01
1.040000000e+03	6.744282630e-01
1.041000000e+03	6.728913436e-01
1.042000000e+03	6.713581656e-01
1.043000000e+03	6.698287214e-01
1.044000000e+03	6.683030037e-01
1.045000000e+03	6.667810050e-01
1.046000000e+03	6.652627180e-01
1.047000000e+03	6.637481353e-01
1.048000000e+03	6.622372493e-01
1.049000000e+03	6.607300527e-01
1.050000000e+03	6.592265379e-01
1.051000000e+03	6.577266977e-01
1.052000000e+03	6.562305244e-01
1.053000000e+03	6.547380107e-01
1.054000000e+03	6.532491490e-01
1.055000000e+03	6.517639319e-01
1.056000000e+03	6.502823519e-01
1.057000000e+03	6.488044014e-01
1.058000000e+03	6.473300731e-01
1.059000000e+03	6.458593594e-01
1.060000000e+03	6.443922528e-01
1.061000000e+03	6.429287458e-01
1.062000000e+03	6.414688309e-01
1.063000000e+03	6.400125005e-01
1.064000000e+03	6.385597472e-01
1.065000000e+03	6.371105634e-01
1.066000000e+03	6.356649416e-01
1.067000000e+03	6.342228743e-01
1.068000000e+03	6.327843539e-01
1.069000000e+03	6.313493729e-01
1.070000000e+03	6.299179238e-01
1.071000000e+03	6.284899990e-01
1.072000000e+03	6.270655910e-01
1.073000000e+03	6.256446922e-01
1.074000000e+03	6.242272952e-01
1.075000000e+03	6.228133923e-01
1.076000000e+03	6.214029760e-01
1.077000000e+03	6.199960388e-01
1.078000000e+03	6.185925731e-01
1.079000000e+03	6.171925714e-01
1.080000000e+03	6.157960262e-01
1.081000000e+03	6.144029299e-01
1.082000000e+03	6.130132749e-01
1.083000000e+03	6.116270537e-01
1.084000000e+03	6.102442587e-01
1.085000000e+03	6.088648825e-01
1.086000000e+03	6.074889175e-01
1.087000000e+03	6.061163561e-01
1.088000000e+03	6.047471909e-01
1.089000000e+03	6.033814142e-01
1.090000000e+03	6.020190185e-01
1.091000000e+03	6.006599964e-01
1.092000000e+03	5.993043402e-01
1.093000000e+03	5.979520425e-01
1.094000000e+03	5.966030957e-01
1.095000000e+03	5.952574923e-01
1.096000000e+03	5.939152248e-01
1.097000000e+03	5.925762857e-01
1.098000000e+03	5.912406674e-01
1.099000000e+03	5.899083625e-01
1.100000000e+03	5.885793634e-01
1.101000000e+03	5.872536627e-01
1.102000000e+03	5.859312529e-01
1.103000000e+03	5.846121264e-01
1.104000000e+03	5.832962758e-01
1.105000000e+03	5.819836936e-01
1.106000000e+03	5.806743723e-01
1.107000000e+03	5.793683044e-01
1.108000000e+03	5.780654825e-01
1.109000000e+03	5.767658992e-01
1.110000000e+03	5.754695468e-01
1.111000000e+03	5.741764181e-01
1.112000000e+03	5.728865055e-01
1.113000000e+03	5.715998016e-01
1.114000000e+03	5.703162990e-01
1.115000000e+03	5.690359903e-01
1.116000000e+03	5.677588679e-01
1.117000000e+03	5.664849245e-01
1.118000000e+03	5.652141528e-01
1.119000000e+03	5.639465452e-01
1.120000000e+03	5.626820944e-01
1.121000000e+03	5.614207929e-01
1.122000000e+03	5.601626335e-01
1.123000000e+03	5.589076087e-01
1.124000000e+03	5.576557111e-01
1.125000000e+03	5.564069335e-01
1.126000000e+03	5.551612683e-01
1.127000000e+03	5.539187084e-01
1.128000000e+03	5.526792463e-01
1.129000000e+03	5.514428746e-01
1.130000000e+03	5.502095862e-01
1.131000000e+03	5.489793736e-01
1.132000000e+03	5.477522295e-01
1.133000000e+03	5.465281467e-01
1.134000000e+03	5.453071178e-01
1.135000000e+03	5.440891356e-01
1.136000000e+03	5.428741927e-01
1.137000000e+03	5.416622820e-01
1.138000000e+03	5.404533961e-01
1.139000000e+03	5.392475278e-01
1.140000000e+03	5.380446698e-01
1.141000000e+03	5.368448149e-01
1.142000000e+03	5.356479560e-01
1.143000000e+03	5.344540856e-01
1.144000000e+03	5.332631968e-01
1.145000000e+03	5.320752821e-01
1.146000000e+03	5.308903346e-01
1.147000000e+03	5.297083469e-01
1.148000000e+03	5.285293119e-01
1.149000000e+03	5.273532225e-01
1.150000000e+03	5.261800714e-01
1.151000000e+03	5.250098516e-01
1.152000000e+03	5.238425559e-01
1.153000000e+03	5.226781772e-01
1.154000000e+03	5.215167084e-01
1.155000000e+03	5.203581423e-01
1.156000000e+03	5.192024719e-01
1.157000000e+03	5.180496901e-01
1.158000000e+03	5.168997898e-01
1.159000000e+03	5.157527640e-01
1.160000000e+03	5.146086056e-01
1.161000000e+03	5.134673075e-01
1.162000000e+03	5.123288627e-01
1.163000000e+03	5.111932643e-01
1.164000000e+03	5.100605051e-01
1.165000000e+03	5.089305782e-01
1.166000000e+03	5.078034766e-01
1.167000000e+03	5.066791933e-01
1.168000000e+03	5.055577214e-01
1.169000000e+03	5.044390538e-01
1.170000000e+03	5.033231837e-01
1.171000000e+03	5.022101041e-01
1.172000000e+03	5.010998081e-01
1.173000000e+03	4.999922888e-01
1.174000000e+03	4.988875392e-01
1.175000000e+03	4.977855524e-01
1.176000000e+03	4.966863217e-01
1.177000000e+03	4.955898401e-01
1.178000000e+03	4.944961007e-01
1.179000000e+03	4.934050968e-01
1.180000000e+03	4.923168215e-01
1.181000000e+03	4.912312679e-01
1.182000000e+03	4.901484292e-01
1.183000000e+03	4.890682987e-01
1.184000000e+03	4.879908696e-01
1.185000000e+03	4.869161350e-01
1.186000000e+03	4.858440883e-01
1.187000000e+03	4.847747226e-01
1.188000000e+03	4.837080312e-01
1.189000000e+03	4.826440074e-01
1.190000000e+03	4.815826445e-01
1.191000000e+03	4.805239358e-01
1.192000000e+03	4.794678745e-01
1.193000000e+03	4.784144540e-01
1.194000000e+03	4.773636677e-01
1.195000000e+03	4.763155088e-01
1.196000000e+03	4.752699707e-01
1.197000000e+03	4.742270468e-01
1.198000000e+03	4.731867305e-01
1.199000000e+03	4.721490151e-01
1.200000000e+03	4.711138941e-01
1.201000000e+03	4.700813609e-01
1.202000000e+03	4.690514088e-01
1.203000000e+03	4.680240314e-01
1.204000000e+03	4.669992221e-01
1.205000000e+03	4.659769744e-01
1.206000000e+03	4.649572816e-01
1.207000000e+03	4.639401374e-01
1.208000000e+03	4.629255353e-01
1.209000000e+03	4.619134687e-01
1.210000000e+03	4.609039311e-01
1.211000000e+03	4.598969162e-01
1.212000000e+03	4.588924174e-01
1.213000000e+03	4.578904283e-01
1.214000000e+03	4.568909426e-01
1.215000000e+03	4.558939537e-01
1.216000000e+03	4.548994554e-01
1.217000000e+03	4.539074412e-01
1.218000000e+03	4.529179047e-01
1.219000000e+03	4.519308396e-01
1.220000000e+03	4.509462395e-01
1.221000000e+03	4.499640982e-01
1.222000000e+03	4.489844092e-01
1.223000000e+03	4.480071663e-01
1.224000000e+03	4.470323632e-01
1.225000000e+03	4.460599936e-01
1.226000000e+03	4.450900512e-01
1.227000000e+03	4.441225298e-01
1.228000000e+03	4.431574232e-01
1.229000000e+03	4.421947251e-01
1.230000000e+03	4.412344292e-01
1.231000000e+03	4.402765294e-01
1.232000000e+03	4.393210196e-01
1.233000000e+03	4.383678934e-01
1.234000000e+03	4.374171448e-01
1.235000000e+03	4.364687676e-01
1.236000000e+03	4.355227556e-01
1.237000000e+03	4.345791028e-01
1.238000000e+03	4.336378030e-01
1.239000000e+03	4.326988501e-01
1.240000000e+03	4.317622381e-01
1.241000000e+03	4.308279608e-01
1.242000000e+03	4.298960122e-01
1.243000000e+03	4.289663862e-01
1.244000000e+03	4.280390769e-01
1.245000000e+03	4.271140782e-01
1.246000000e+03	4.261913840e-01
1.247000000e+03	4.252709885e-01
1.248000000e+03	4.243528855e-01
1.249000000e+03	4.234370692e-01
1.250000000e+03	4.225235335e-01
1.251000000e+03	4.216122726e-01
1.252000000e+03	4.207032805e-01
1.253000000e+03	4.197965513e-01
1.254000000e+03	4.188920791e-01
1.255000000e+03	4.179898580e-01
1.256000000e+03	4.170898821e-01
1.257000000e+03	4.161921455e-01
1.258000000e+03	4.152966425e-01
1.259000000e+03	4.144033671e-01
1.260000000e+03	4.135123135e-01
1.261000000e+03	4.126234760e-01
1.262000000e+03	4.117368487e-01
1.263000000e+03	4.108524259e-01
1.264000000e+03	4.099702017e-01
1.265000000e+03	4.090901704e-01
1.266000000e+03	4.082123263e-01
1.267000000e+03	4.073366636e-01
1.268000000e+03	4.064631767e-01
1.269000000e+03	4.055918597e-01
1.270000000e+03	4.047227071e-01
1.271000000e+03	4.038557131e-01
1.272000000e+03	4.029908720e-01
1.273000000e+03	4.021281782e-01
1.274000000e+03	4.012676262e-01
1.275000000e+03	4.004092101e-01
1.276000000e+03	3.995529245e-01
1.277000000e+03	3.986987637e-01
1.278000000e+03	3.978467221e-01
1.279000000e+03	3.969967942e-01
1.280000000e+03	3.961489744e-01
1.281000000e+03	3.953032571e-01
1.282000000e+03	3.944596369e-01
1.283000000e+03	3.936181081e-01
1.284000000e+03	3.927786653e-01
1.285000000e+03	3.919413029e-01
1.286000000e+03	3.911060156e-01
1.287000000e+03	3.902727977e-01
1.288000000e+03	3.894416440e-01
1.289000000e+03	3.886125488e-01
1.290000000e+03	3.877855068e-01
1.291000000e+03	3.869605126e-01
1.292000000e+03	3.861375607e-01
1.293000000e+03	3.853166458e-01
1.294000000e+03	3.844977625e-01
1.295000000e+03	3.836809054e-01
1.296000000e+03	3.828660691e-01
1.297000000e+03	3.820532484e-01
1.298000000e+03	3.812424378e-01
1.299000000e+03	3.804336321e-01
1.300000000e+03	3.796268260e-01
1.301000000e+03	3.788220141e-01
1.302000000e+03	3.780191913e-01
1.303000000e+03	3.772183521e-01
1.304000000e+03	3.764194915e-01
1.305000000e+03	3.756226041e-01
1.306000000e+03	3.748276847e-01
1.307000000e+03	3.740347281e-01
1.308000000e+03	3.732437291e-01
1.309000000e+03	3.724546826e-01
1.310000000e+03	3.716675832e-01
1.311000000e+03	3.708824260e-01
1.312000000e+03	3.700992057e-01
1.313000000e+03	3.693179171e-01
1.314000000e+03	3.685385552e-01
1.315000000e+03	3.677611149e-01
1.316000000e+03	3.669855910e-01
1.317000000e+03	3.662119785e-01
1.318000000e+03	3.654402723e-01
1.319000000e+03	3.646704673e-01
1.320000000e+03	3.639025585e-01
1.321000000e+03	3.631365409e-01
1.322000000e+03	3.623724093e-01
1.323000000e+03	3.616101589e-01
1.324000000e+03	3.608497846e-01
1.325000000e+03	3.600912814e-01
1.326000000e+03	3.593346444e-01
1.327000000e+03	3.585798686e-01
1.328000000e+03	3.578269490e-01
1.329000000e+03	3.570758808e-01
1.330000000e+03	3.563266589e-01
1.331000000e+03	3.555792785e-01
1.332000000e+03	3.548337347e-01
1.333000000e+03	3.540900226e-01
1.334000000e+03	3.533481373e-01
1.335000000e+03	3.526080740e-01
1.336000000e+03	3.518698277e-01
1.337000000e+03	3.511333938e-01
1.338000000e+03	3.503987673e-01
1.339000000e+03	3.496659434e-01
1.340000000e+03	3.489349174e-01
1.341000000e+03	3.482056844e-01
1.342000000e+03	3.474782397e-01
1.343000000e+03	3.467525785e-01
1.344000000e+03	3.460286961e-01
1.345000000e+03	3.453065877e-01
1.346000000e+03	3.445862486e-01
1.347000000e+03	3.438676740e-01
1.348000000e+03	3.431508594e-01
1.349000000e+03	3.424357999e-01
1.350000000e+03	3.417224910e-01
1.351000000e+03	3.410109278e-01
1.352000000e+03	3.403011059e-01
1.353000000e+03	3.395930206e-01
1.354000000e+03	3.388866671e-01
1.355000000e+03	3.381820410e-01
1.356000000e+03	3.374791375e-01
1.357000000e+03	3.367779522e-01
1.358000000e+03	3.360784804e-01
1.359000000e+03	3.353807175e-01
1.360000000e+03	3.346846590e-01
1.361000000e+03	3.339903004e-01
1.362000000e+03	3.332976370e-01
1.363000000e+03	3.326066645e-01
1.364000000e+03	3.319173782e-01
1.365000000e+03	3.312297737e-01
1.366000000e+03	3.305438465e-01
1.367000000e+03	3.298595921e-01
1.368000000e+03	3.291770061e-01
1.369000000e+03	3.284960840e-01
1.370000000e+03	3.278168213e-01
1.371000000e+03	3.271392136e-01
1.372000000e+03	3.264632566e-01
1.373000000e+03	3.257889458e-01
1.374000000e+03	3.251162768e-01
1.375000000e+03	3.244452452e-01
1.376000000e+03	3.237758466e-01
1.377000000e+03	3.231080768e-01
1.378000000e+03	3.224419313e-01
1.379000000e+03	3.217774058e-01
1.380000000e+03	3.211144960e-01
1.381000000e+03	3.204531976e-01
1.382000000e+03	3.197935063e-01
1.383000000e+03	3.191354177e-01
1.384000000e+03	3.184789277e-01
1.385000000e+03	3.178240319e-01
1.386000000e+03	3.171707261e-01
1.387000000e+03	3.165190059e-01
1.388000000e+03	3.158688673e-01
1.389000000e+03	3.152203060e-01
1.390000000e+03	3.145733178e-01
1.391000000e+03	3.139278983e-01
1.392000000e+03	3.132840436e-01
1.393000000e+03	3.126417494e-01
1.394000000e+03	3.120010115e-01
1.395000000e+03	3.113618258e-01
1.396000000e+03	3.107241881e-01
1.397000000e+03	3.100880943e-01
1.398000000e+03	3.094535402e-01
1.399000000e+03	3.088205219e-01
1.400000000e+03	3.081890351e-01
1.401000000e+03	3.075590757e-01
1.402000000e+03	3.069306398e-01
1.403000000e+03	3.063037232e-01
1.404000000e+03	3.056783218e-01
1.405000000e+03	3.050544317e-01
1.406000000e+03	3.044320487e-01
1.407000000e+03	3.038111690e-01
1.408000000e+03	3.031917883e-01
1.409000000e+03	3.025739029e-01
1.410000000e+03	3.019575085e-01
1.411000000e+03	3.013426014e-01
1.412000000e+03	3.007291775e-01
1.413000000e+03	3.001172328e-01
1.414000000e+03	2.995067634e-01
1.415000000e+03	2.988977653e-01
1.416000000e+03	2.982902347e-01
1.417000000e+03	2.976841676e-01
1.418000000e+03	2.970795602e-01
1.419000000e+03	2.964764084e-01
1.420000000e+03	2.958747084e-01
1.421000000e+03	2.952744565e-01
1.422000000e+03	2.946756486e-01
1.423000000e+03	2.940782809e-01
1.424000000e+03	2.934823496e-01
1.425000000e+03	2.928878509e-01
1.426000000e+03	2.922947809e-01
1.427000000e+03	2.917031359e-01
1.428000000e+03	2.911129120e-01
1.429000000e+03	2.905241054e-01
1.430000000e+03	2.899367123e-01
1.431000000e+03	2.893507291e-01
1.432000000e+03	2.887661519e-01
1.433000000e+03	2.881829769e-01
1.434000000e+03	2.876012005e-01
1.435000000e+03	2.870208188e-01
1.436000000e+03	2.864418283e-01
1.437000000e+03	2.858642251e-01
1.438000000e+03	2.852880056e-01
1.439000000e+03	2.847131661e-01
1.440000000e+03	2.841397029e-01
1.441000000e+03	2.835676123e-01
1.442000000e+03	2.829968907e-01
1.443000000e+03	2.824275344e-01
1.444000000e+03	2.818595399e-01
1.445000000e+03	2.812929034e-01
1.446000000e+03	2.807276213e-01
1.447000000e+03	2.801636901e-01
1.448000000e+03	2.796011061e-01
1.449000000e+03	2.790398657e-01
1.450000000e+03	2.784799654e-01
1.451000000e+03	2.779214016e-01
1.452000000e+03	2.773641708e-01
1.453000000e+03	2.768082693e-01
1.454000000e+03	2.762536937e-01
1.455000000e+03	2.757004404e-01
1.456000000e+03	2.751485058e-01
1.457000000e+03	2.745978866e-01
1.458000000e+03	2.740485792e-01
1.459000000e+03	2.735005800e-01
1.460000000e+03	2.729538857e-01
1.461000000e+03	2.724084927e-01
1.462000000e+03	2.718643975e-01
1.463000000e+03	2.713215968e-01
1.464000000e+03	2.707800871e-01
1.465000000e+03	2.702398649e-01
1.466000000e+03	2.697009268e-01
1.467000000e+03	2.691632694e-01
1.468000000e+03	2.686268893e-01
1.469000000e+03	2.680917831e-01
1.470000000e+03	2.675579474e-01
1.471000000e+03	2.670253789e-01
1.472000000e+03	2.664940741e-01
1.473000000e+03	2.659640297e-01
1.474000000e+03	2.654352424e-01
1.475000000e+03	2.649077088e-01
1.476000000e+03	2.643814256e-01
1.477000000e+03	2.638563894e-01
1.478000000e+03	2.633325970e-01
1.479000000e+03	2.628100450e-01
1.480000000e+03	2.622887302e-01
1.481000000e+03	2.617686492e-01
1.482000000e+03	2.612497988e-01
1.483000000e+03	2.607321758e-01
1.484000000e+03	2.602157768e-01
1.485000000e+03	2.597005986e-01
1.486000000e+03	2.591866380e-01
1.487000000e+03	2.586738917e-01
1.488000000e+03	2.581623566e-01
1.489000000e+03	2.576520293e-01
1.490000000e+03	2.571429068e-01
1.491000000e+03	2.566349858e-01
1.492000000e+03	2.561282630e-01
1.493000000e+03	2.556227355e-01
1.494000000e+03	2.551183998e-01
1.495000000e+03	2.546152531e-01
1.496000000e+03	2.541132919e-01
1.497000000e+03	2.536125133e-01
1.498000000e+03	2.531129141e-01
1.499000000e+03	2.526144911e-01
1.500000000e+03	2.521172413e-01
1.501000000e+03	2.516211615e-01
1.502000000e+03	2.511262486e-01
1.503000000e+03	2.506324996e-01
1.504000000e+03	2.501399114e-01
1.505000000e+03	2.496484808e-01
1.506000000e+03	2.491582049e-01
1.507000000e+03	2.486690805e-01
1.508000000e+03	2.481811047e-01
1.509000000e+03	2.476942743e-01
1.510000000e+03	2.472085864e-01
1.511000000e+03	2.467240380e-01
1.512000000e+03	2.462406259e-01
1.513000000e+03	2.457583473e-01
1.514000000e+03	2.452771991e-01
1.515000000e+03	2.447971783e-01
1.516000000e+03	2.443182819e-01
1.517000000e+03	2.438405070e-01
1.518000000e+03	2.433638507e-01
1.519000000e+03	2.428883099e-01
1.520000000e+03	2.424138817e-01
1.521000000e+03	2.419405632e-01
1.522000000e+03	2.414683514e-01
1.523000000e+03	2.409972434e-01
1.524000000e+03	2.405272363e-01
1.525000000e+03	2.400583273e-01
1.526000000e+03	2.395905133e-01
1.527000000e+03	2.391237915e-01
1.528000000e+03	2.386581591e-01
1.529000000e+03	2.381936131e-01
1.530000000e+03	2.377301508e-01
1.531000000e+03	2.372677691e-01
1.532000000e+03	2.368064653e-01
1.533000000e+03	2.363462366e-01
1.534000000e+03	2.358870801e-01
1.535000000e+03	2.354289930e-01
1.536000000e+03	2.349719724e-01
1.537000000e+03	2.345160156e-01
1.538000000e+03	2.340611197e-01
1.539000000e+03	2.336072820e-01
1.540000000e+03	2.331544996e-01
1.541000000e+03	2.327027699e-01
1.542000000e+03	2.322520899e-01
1.543000000e+03	2.318024571e-01
1.544000000e+03	2.313538685e-01
1.545000000e+03	2.309063215e-01
1.546000000e+03	2.304598133e-01
1.547000000e+03	2.300143412e-01
1.548000000e+03	2.295699025e-01
1.549000000e+03	2.291264944e-01
1.550000000e+03	2.286841142e-01
1.551000000e+03	2.282427593e-01
1.552000000e+03	2.278024269e-01
1.553000000e+03	2.273631143e-01
1.554000000e+03	2.269248190e-01
1.555000000e+03	2.264875381e-01
1.556000000e+03	2.260512691e-01
1.557000000e+03	2.256160093e-01
1.558000000e+03	2.251817559e-01
1.559000000e+03	2.247485065e-01
1.560000000e+03	2.243162584e-01
1.561000000e+03	2.238850088e-01
1.562000000e+03	2.234547553e-01
1.563000000e+03	2.230254952e-01
1.564000000e+03	2.225972259e-01
1.565000000e+03	2.221699448e-01
1.566000000e+03	2.217436493e-01
1.567000000e+03	2.213183368e-01
1.568000000e+03	2.208940048e-01
1.569000000e+03	2.204706506e-01
1.570000000e+03	2.200482718e-01
1.571000000e+03	2.196268657e-01
1.572000000e+03	2.192064299e-01
1.573000000e+03	2.187869617e-01
1.574000000e+03	2.183684587e-01
1.575000000e+03	2.179509183e-01
1.576000000e+03	2.175343380e-01
1.577000000e+03	2.171187154e-01
1.578000000e+03	2.167040478e-01
1.579000000e+03	2.162903328e-01
1.580000000e+03	2.158775679e-01
1.581000000e+03	2.154657506e-01
1.582000000e+03	2.150548785e-01
1.583000000e+03	2.146449490e-01
1.584000000e+03	2.142359598e-01
1.585000000e+03	2.138279083e-01
1.586000000e+03	2.134207921e-01
1.587000000e+03	2.130146088e-01
1.588000000e+03	2.126093560e-01
1.589000000e+03	2.122050311e-01
1.590000000e+03	2.118016319e-01
1.591000000e+03	2.113991558e-01
1.592000000e+03	2.109976005e-01
1.593000000e+03	2.105969635e-01
1.594000000e+03	2.101972425e-01
1.595000000e+03	2.097984351e-01
1.596000000e+03	2.094005389e-01
1.597000000e+03	2.090035515e-01
1.598000000e+03	2.086074707e-01
1.599000000e+03	2.082122939e-01
1.600000000e+03	2.078180188e-01
1.601000000e+03	2.074246432e-01
1.602000000e+03	2.070321646e-01
1.603000000e+03	2.066405808e-01
1.604000000e+03	2.062498893e-01
1.605000000e+03	2.058600880e-01
1.606000000e+03	2.054711744e-01
1.607000000e+03	2.050831462e-01
1.608000000e+03	2.046960013e-01
1.609000000e+03	2.043097372e-01
1.610000000e+03	2.039243516e-01
1.611000000e+03	2.035398424e-01
1.612000000e+03	2.031562072e-01
1.613000000e+03	2.027734437e-01
1.614000000e+03	2.023915497e-01
1.615000000e+03	2.020105230e-01
1.616000000e+03	2.016303612e-01
1.617000000e+03	2.012510622e-01
1.618000000e+03	2.008726237e-01
1.619000000e+03	2.004950435e-01
1.620000000e+03	2.001183193e-01
1.621000000e+03	1.997424489e-01
1.622000000e+03	1.993674301e-01
1.623000000e+03	1.989932608e-01
1.624000000e+03	1.986199386e-01
1.625000000e+03	1.982474615e-01
1.626000000e+03	1.978758272e-01
1.627000000e+03	1.975050336e-01
1.628000000e+03	1.971350784e-01
1.629000000e+03	1.967659596e-01
1.630000000e+03	1.963976748e-01
1.631000000e+03	1.960302221e-01
1.632000000e+03	1.956635992e-01
1.633000000e+03	1.952978040e-01
1.634000000e+03	1.949328343e-01
1.635000000e+03	1.945686881e-01
1.636000000e+03	1.942053631e-01
1.637000000e+03	1.938428573e-01
1.638000000e+03	1.934811686e-01
1.639000000e+03	1.931202948e-01
1.640000000e+03	1.927602339e-01
1.641000000e+03	1.924009837e-01
1.642000000e+03	1.920425421e-01
1.643000000e+03	1.916849072e-01
1.644000000e+03	1.913280767e-01
1.645000000e+03	1.909720487e-01
1.646000000e+03	1.906168210e-01
1.647000000e+03	1.902623915e-01
1.648000000e+03	1.899087584e-01
1.649000000e+03	1.895559194e-01
1.650000000e+03	1.892038725e-01
1.651000000e+03	1.888526157e-01
1.652000000e+03	1.885021471e-01
1.653000000e+03	1.881524644e-01
1.654000000e+03	1.878035658e-01
1.655000000e+03	1.874554491e-01
1.656000000e+03	1.871081125e-01
1.657000000e+03	1.867615538e-01
1.658000000e+03	1.864157712e-01
1.659000000e+03	1.860707625e-01
1.660000000e+03	1.857265258e-01
1.661000000e+03	1.853830592e-01
1.662000000e+03	1.850403606e-01
1.663000000e+03	1.846984281e-01
1.664000000e+03	1.843572597e-01
1.665000000e+03	1.840168534e-01
1.666000000e+03	1.836772074e-01
1.667000000e+03	1.833383195e-01
1.668000000e+03	1.830001880e-01
1.669000000e+03	1.826628109e-01
1.670000000e+03	1.823261862e-01
1.671000000e+03	1.819903120e-01
1.672000000e+03	1.816551864e-01
1.673000000e+03	1.813208074e-01
1.674000000e+03	1.809871732e-01
1.675000000e+03	1.806542819e-01
1.676000000e+03	1.803221315e-01
1.677000000e+03	1.799907201e-01
1.678000000e+03	1.796600460e-01
1.679000000e+03	1.793301071e-01
1.680000000e+03	1.790009016e-01
1.681000000e+03	1.786724276e-01
1.682000000e+03	1.783446833e-01
1.683000000e+03	1.780176668e-01
1.684000000e+03	1.776913762e-01
1.685000000e+03	1.773658097e-01
1.686000000e+03	1.770409654e-01
1.687000000e+03	1.767168416e-01
1.688000000e+03	1.763934363e-01
1.689000000e+03	1.760707477e-01
1.690000000e+03	1.757487740e-01
1.691000000e+03	1.754275134e-01
1.692000000e+03	1.751069640e-01
1.693000000e+03	1.747871241e-01
1.694000000e+03	1.744679918e-01
1.695000000e+03	1.741495654e-01
1.696000000e+03	1.738318430e-01
1.697000000e+03	1.735148228e-01
1.698000000e+03	1.731985031e-01
1.699000000e+03	1.728828821e-01
1.700000000e+03	1.725679580e-01
1.701000000e+03	1.722537290e-01
1.702000000e+03	1.719401934e-01
1.703000000e+03	1.716273494e-01
1.704000000e+03	1.713151952e-01
1.705000000e+03	1.710037291e-01
1.706000000e+03	1.706929494e-01
1.707000000e+03	1.703828543e-01
1.708000000e+03	1.700734420e-01
1.709000000e+03	1.697647109e-01
1.710000000e+03	1.694566592e-01
1.711000000e+03	1.691492851e-01
1.712000000e+03	1.688425871e-01
1.713000000e+03	1.685365632e-01
1.714000000e+03	1.682312120e-01
1.715000000e+03	1.679265315e-01
1.716000000e+03	1.676225202e-01
1.717000000e+03	1.673191764e-01
1.718000000e+03	1.670164983e-01
1.719000000e+03	1.667144842e-01
1.720000000e+03	1.664131326e-01
1.721000000e+03	1.661124417e-01
1.722000000e+03	1.658124098e-01
1.723000000e+03	1.655130353e-01
1.724000000e+03	1.652143166e-01
1.725000000e+03	1.649162518e-01
1.726000000e+03	1.646188395e-01
1.727000000e+03	1.643220780e-01
1.728000000e+03	1.640259656e-01
1.729000000e+03	1.637305006e-01
1.730000000e+03	1.634356815e-01
1.731000000e+03	1.631415067e-01
1.732000000e+03	1.628479744e-01
1.733000000e+03	1.625550831e-01
1.734000000e+03	1.622628311e-01
1.735000000e+03	1.619712169e-01
1.736000000e+03	1.616802388e-01
1.737000000e+03	1.613898953e-01
1.738000000e+03	1.611001847e-01
1.739000000e+03	1.608111054e-01
1.740000000e+03	1.605226559e-01
1.741000000e+03	1.602348346e-01
1.742000000e+03	1.599476399e-01
1.743000000e+03	1.596610702e-01
1.744000000e+03	1.593751239e-01
1.745000000e+03	1.590897995e-01
1.746000000e+03	1.588050954e-01
1.747000000e+03	1.585210101e-01
1.748000000e+03	1.582375420e-01
1.749000000e+03	1.579546895e-01
1.750000000e+03	1.576724511e-01
1.751000000e+03	1.573908254e-01
1.752000000e+03	1.571098106e-01
1.753000000e+03	1.568294053e-01
1.754000000e+03	1.565496081e-01
1.755000000e+03	1.562704172e-01
1.756000000e+03	1.559918313e-01
1.757000000e+03	1.557138488e-01
1.758000000e+03	1.554364682e-01
1.759000000e+03	1.551596880e-01
1.760000000e+03	1.548835067e-01
1.761000000e+03	1.546079227e-01
1.762000000e+03	1.543329347e-01
1.763000000e+03	1.540585411e-01
1.764000000e+03	1.537847404e-01
1.765000000e+03	1.535115311e-01
1.766000000e+03	1.532389118e-01
1.767000000e+03	1.529668809e-01
1.768000000e+03	1.526954371e-01
1.769000000e+03	1.524245789e-01
1.770000000e+03	1.521543047e-01
1.771000000e+03	1.518846132e-01
1.772000000e+03	1.516155028e-01
1.773000000e+03	1.513469722e-01
1.774000000e+03	1.510790198e-01
1.775000000e+03	1.508116443e-01
1.776000000e+03	1.505448442e-01
1.777000000e+03	1.502786180e-01
1.778000000e+03	1.500129644e-01
1.779000000e+03	1.497478819e-01
1.780000000e+03	1.494833691e-01
1.781000000e+03	1.492194246e-01
1.782000000e+03	1.489560469e-01
1.783000000e+03	1.486932347e-01
1.784000000e+03	1.484309865e-01
1.785000000e+03	1.481693010e-01
1.786000000e+03	1.479081767e-01
1.787000000e+03	1.476476123e-01
1.788000000e+03	1.473876063e-01
1.789000000e+03	1.471281574e-01
1.790000000e+03	1.468692641e-01
1.791000000e+03	1.466109252e-01
1.792000000e+03	1.463531392e-01
1.793000000e+03	1.460959048e-01
1.794000000e+03	1.458392206e-01
1.795000000e+03	1.455830852e-01
1.796000000e+03	1.453274973e-01
1.797000000e+03	1.450724554e-01
