ref: simulated example

wavelength (nm)	n	k
7.410000e+02	3.545447e-01	2.831647e+00
7.420000e+02	3.533042e-01	2.842246e+00
7.430000e+02	3.520772e-01	2.852825e+00
7.440000e+02	3.509094e-01	2.863317e+00
7.450000e+02	3.497416e-01	2.873810e+00
7.460000e+02	3.485738e-01	2.884302e+00
7.470000e+02	3.474061e-01	2.894794e+00
7.480000e+02	3.462871e-01	2.905214e+00
7.490000e+02	3.451880e-01	2.915603e+00
7.500000e+02	3.440888e-01	2.925992e+00
7.510000e+02	3.429897e-01	2.936381e+00
7.520000e+02	3.419024e-01	2.946752e+00
7.530000e+02	3.408682e-01	2.957041e+00
7.540000e+02	3.398340e-01	2.967330e+00
7.550000e+02	3.387998e-01	2.977619e+00
7.560000e+02	3.377655e-01	2.987909e+00
7.570000e+02	3.367680e-01	2.998140e+00
7.580000e+02	3.357952e-01	3.008331e+00
7.590000e+02	3.348224e-01	3.018523e+00
7.600000e+02	3.338496e-01	3.028715e+00
7.610000e+02	3.328769e-01	3.038907e+00
7.620000e+02	3.319597e-01	3.049009e+00
7.630000e+02	3.310451e-01	3.059106e+00
7.640000e+02	3.301305e-01	3.069204e+00
7.650000e+02	3.292159e-01	3.079301e+00
7.660000e+02	3.283156e-01	3.089375e+00
7.670000e+02	3.274562e-01	3.099381e+00
7.680000e+02	3.265967e-01	3.109387e+00
7.690000e+02	3.257373e-01	3.119393e+00
7.700000e+02	3.248779e-01	3.129399e+00
7.710000e+02	3.240448e-01	3.139360e+00
7.720000e+02	3.232377e-01	3.149277e+00
7.730000e+02	3.224307e-01	3.159195e+00
7.740000e+02	3.216236e-01	3.169112e+00
7.750000e+02	3.208166e-01	3.179029e+00
7.760000e+02	3.200437e-01	3.188887e+00
7.770000e+02	3.192864e-01	3.198717e+00
7.780000e+02	3.185291e-01	3.208548e+00
7.790000e+02	3.177718e-01	3.218379e+00
7.800000e+02	3.170145e-01	3.228210e+00
7.810000e+02	3.162956e-01	3.237972e+00
7.820000e+02	3.155857e-01	3.247719e+00
7.830000e+02	3.148757e-01	3.257466e+00
7.840000e+02	3.141658e-01	3.267213e+00
7.850000e+02	3.134558e-01	3.276960e+00
7.860000e+02	3.127852e-01	3.286636e+00
7.870000e+02	3.121203e-01	3.296302e+00
7.880000e+02	3.114554e-01	3.305967e+00
7.890000e+02	3.107905e-01	3.315633e+00
7.900000e+02	3.101256e-01	3.325298e+00
7.910000e+02	3.094982e-01	3.334895e+00
7.920000e+02	3.088762e-01	3.344481e+00
7.930000e+02	3.082542e-01	3.354068e+00
7.940000e+02	3.076323e-01	3.363654e+00
