ref: simulated example

wavelength (nm)	n	k
6.250000e+02	1.473453e+00	7.533034e-02
6.260000e+02	1.474488e+00	7.519874e-02
6.270000e+02	1.475507e+00	7.501783e-02
6.280000e+02	1.476509e+00	7.478452e-02
6.290000e+02	1.477511e+00	7.455122e-02
6.300000e+02	1.478498e+00	7.428936e-02
6.310000e+02	1.479453e+00	7.396231e-02
6.320000e+02	1.480408e+00	7.363525e-02
6.330000e+02	1.481357e+00	7.330053e-02
6.340000e+02	1.482254e+00	7.288996e-02
6.350000e+02	1.483150e+00	7.247939e-02
6.360000e+02	1.484046e+00	7.206882e-02
6.370000e+02	1.484885e+00	7.159758e-02
6.380000e+02	1.485713e+00	7.111530e-02
6.390000e+02	1.486542e+00	7.063303e-02
6.400000e+02	1.487328e+00	7.011733e-02
6.410000e+02	1.488082e+00	6.957610e-02
6.420000e+02	1.488836e+00	6.903488e-02
6.430000e+02	1.489571e+00	6.848198e-02
6.440000e+02	1.490247e+00	6.789478e-02
6.450000e+02	1.490923e+00	6.730759e-02
6.460000e+02	1.491600e+00	6.672039e-02
6.470000e+02	1.492204e+00	6.610301e-02
6.480000e+02	1.492801e+00	6.548251e-02
6.490000e+02	1.493398e+00	6.486200e-02
6.500000e+02	1.493954e+00	6.423026e-02
6.510000e+02	1.494473e+00	6.358829e-02
6.520000e+02	1.494992e+00	6.294632e-02
6.530000e+02	1.495503e+00	6.230322e-02
6.540000e+02	1.495946e+00	6.165049e-02
6.550000e+02	1.496389e+00	6.099777e-02
6.560000e+02	1.496832e+00	6.034504e-02
6.570000e+02	1.497228e+00	5.969139e-02
6.580000e+02	1.497599e+00	5.903725e-02
6.590000e+02	1.497971e+00	5.838311e-02
6.600000e+02	1.498332e+00	5.773000e-02
6.610000e+02	1.498636e+00	5.708235e-02
6.620000e+02	1.498941e+00	5.643469e-02
6.630000e+02	1.499246e+00	5.578703e-02
6.640000e+02	1.499512e+00	5.514755e-02
6.650000e+02	1.499756e+00	5.451283e-02
6.660000e+02	1.499999e+00	5.387812e-02
6.670000e+02	1.500239e+00	5.324457e-02
6.680000e+02	1.500428e+00	5.262789e-02
6.690000e+02	1.500616e+00	5.201120e-02
6.700000e+02	1.500805e+00	5.139452e-02
6.710000e+02	1.500971e+00	5.078788e-02
6.720000e+02	1.501110e+00	5.019307e-02
6.730000e+02	1.501250e+00	4.959825e-02
6.740000e+02	1.501389e+00	4.900344e-02
6.750000e+02	1.501493e+00	4.842869e-02
6.760000e+02	1.501589e+00	4.785849e-02
6.770000e+02	1.501685e+00	4.728828e-02
6.780000e+02	1.501776e+00	4.672154e-02
6.790000e+02	1.501834e+00	4.617775e-02
6.800000e+02	1.501892e+00	4.563396e-02
6.810000e+02	1.501950e+00	4.509017e-02
6.820000e+02	1.501995e+00	4.455753e-02
6.830000e+02	1.502020e+00	4.404117e-02
6.840000e+02	1.502046e+00	4.352481e-02
6.850000e+02	1.502071e+00	4.300845e-02
6.860000e+02	1.502079e+00	4.250992e-02
6.870000e+02	1.502076e+00	4.202137e-02
6.880000e+02	1.502074e+00	4.153282e-02
6.890000e+02	1.502071e+00	4.104428e-02
6.900000e+02	1.502049e+00	4.057881e-02
6.910000e+02	1.502023e+00	4.011796e-02
6.920000e+02	1.501996e+00	3.965710e-02
6.930000e+02	1.501970e+00	3.919625e-02
6.940000e+02	1.501924e+00	3.876213e-02
6.950000e+02	1.501878e+00	3.832847e-02
6.960000e+02	1.501832e+00	3.789480e-02
6.970000e+02	1.501785e+00	3.746351e-02
6.980000e+02	1.501722e+00	3.705624e-02
6.990000e+02	1.501659e+00	3.664897e-02
7.000000e+02	1.501597e+00	3.624170e-02
7.010000e+02	1.501532e+00	3.583830e-02
7.020000e+02	1.501456e+00	3.545643e-02
7.030000e+02	1.501380e+00	3.507455e-02
7.040000e+02	1.501304e+00	3.469267e-02
7.050000e+02	1.501226e+00	3.431493e-02
7.060000e+02	1.501139e+00	3.395731e-02
7.070000e+02	1.501052e+00	3.359969e-02
7.080000e+02	1.500965e+00	3.324207e-02
7.090000e+02	1.500877e+00	3.288774e-02
7.100000e+02	1.500781e+00	3.255316e-02
7.110000e+02	1.500686e+00	3.221857e-02
7.120000e+02	1.500590e+00	3.188399e-02
7.130000e+02	1.500494e+00	3.155090e-02
7.140000e+02	1.500391e+00	3.123808e-02
7.150000e+02	1.500289e+00	3.092526e-02
7.160000e+02	1.500187e+00	3.061244e-02
7.170000e+02	1.500084e+00	3.029963e-02
7.180000e+02	1.499977e+00	3.000623e-02
7.190000e+02	1.499870e+00	2.971390e-02
7.200000e+02	1.499762e+00	2.942157e-02
7.210000e+02	1.499655e+00	2.912925e-02
7.220000e+02	1.499545e+00	2.885190e-02
7.230000e+02	1.499433e+00	2.857880e-02
7.240000e+02	1.499322e+00	2.830569e-02
7.250000e+02	1.499211e+00	2.803259e-02
7.260000e+02	1.499099e+00	2.776960e-02
7.270000e+02	1.498985e+00	2.751449e-02
7.280000e+02	1.498872e+00	2.725939e-02
7.290000e+02	1.498758e+00	2.700428e-02
7.300000e+02	1.498644e+00	2.675412e-02
7.310000e+02	1.498529e+00	2.651582e-02
7.320000e+02	1.498414e+00	2.627753e-02
7.330000e+02	1.498299e+00	2.603923e-02
7.340000e+02	1.498184e+00	2.580093e-02
7.350000e+02	1.498069e+00	2.557794e-02
7.360000e+02	1.497953e+00	2.535532e-02
7.370000e+02	1.497837e+00	2.513269e-02
7.380000e+02	1.497722e+00	2.491007e-02
7.390000e+02	1.497606e+00	2.469631e-02
7.400000e+02	1.497491e+00	2.448829e-02
7.410000e+02	1.497375e+00	2.428026e-02
7.420000e+02	1.497259e+00	2.407223e-02
7.430000e+02	1.497144e+00	2.386673e-02
7.440000e+02	1.497029e+00	2.367228e-02
7.450000e+02	1.496914e+00	2.347784e-02
7.460000e+02	1.496800e+00	2.328339e-02
7.470000e+02	1.496685e+00	2.308895e-02
7.480000e+02	1.496571e+00	2.290348e-02
7.490000e+02	1.496457e+00	2.272166e-02
7.500000e+02	1.496343e+00	2.253984e-02
7.510000e+02	1.496230e+00	2.235802e-02
7.520000e+02	1.496116e+00	2.217834e-02
7.530000e+02	1.496004e+00	2.200825e-02
7.540000e+02	1.495892e+00	2.183816e-02
7.550000e+02	1.495780e+00	2.166807e-02
7.560000e+02	1.495667e+00	2.149799e-02
7.570000e+02	1.495556e+00	2.133441e-02
7.580000e+02	1.495446e+00	2.117522e-02
7.590000e+02	1.495336e+00	2.101604e-02
7.600000e+02	1.495225e+00	2.085685e-02
7.610000e+02	1.495115e+00	2.069766e-02
7.620000e+02	1.495007e+00	2.054816e-02
7.630000e+02	1.494899e+00	2.039909e-02
7.640000e+02	1.494790e+00	2.025003e-02
7.650000e+02	1.494682e+00	2.010096e-02
7.660000e+02	1.494574e+00	1.995433e-02
7.670000e+02	1.494469e+00	1.981467e-02
7.680000e+02	1.494363e+00	1.967500e-02
7.690000e+02	1.494257e+00	1.953534e-02
7.700000e+02	1.494151e+00	1.939567e-02
7.710000e+02	1.494046e+00	1.926040e-02
7.720000e+02	1.493943e+00	1.912947e-02
7.730000e+02	1.493839e+00	1.899854e-02
7.740000e+02	1.493736e+00	1.886760e-02
7.750000e+02	1.493632e+00	1.873667e-02
7.760000e+02	1.493530e+00	1.861131e-02
7.770000e+02	1.493429e+00	1.848849e-02
7.780000e+02	1.493328e+00	1.836567e-02
7.790000e+02	1.493227e+00	1.824285e-02
7.800000e+02	1.493127e+00	1.812003e-02
7.810000e+02	1.493028e+00	1.800333e-02
7.820000e+02	1.492929e+00	1.788804e-02
7.830000e+02	1.492831e+00	1.777276e-02
7.840000e+02	1.492733e+00	1.765748e-02
7.850000e+02	1.492634e+00	1.754220e-02
7.860000e+02	1.492538e+00	1.743303e-02
7.870000e+02	1.492443e+00	1.732476e-02
7.880000e+02	1.492347e+00	1.721648e-02
7.890000e+02	1.492252e+00	1.710821e-02
7.900000e+02	1.492156e+00	1.699993e-02
7.910000e+02	1.492063e+00	1.689734e-02
7.920000e+02	1.491970e+00	1.679558e-02
7.930000e+02	1.491877e+00	1.669382e-02
7.940000e+02	1.491784e+00	1.659206e-02
7.950000e+02	1.491691e+00	1.649030e-02
7.960000e+02	1.491600e+00	1.639344e-02
7.970000e+02	1.491510e+00	1.629774e-02
7.980000e+02	1.491419e+00	1.620205e-02
7.990000e+02	1.491329e+00	1.610635e-02
8.000000e+02	1.491239e+00	1.601065e-02
8.010000e+02	1.491151e+00	1.591878e-02
8.020000e+02	1.491063e+00	1.582873e-02
8.030000e+02	1.490975e+00	1.573867e-02
8.040000e+02	1.490888e+00	1.564862e-02
8.050000e+02	1.490800e+00	1.555856e-02
8.060000e+02	1.490714e+00	1.547103e-02
8.070000e+02	1.490629e+00	1.538624e-02
8.080000e+02	1.490544e+00	1.530144e-02
8.090000e+02	1.490459e+00	1.521664e-02
8.100000e+02	1.490375e+00	1.513184e-02
8.110000e+02	1.490290e+00	1.504810e-02
8.120000e+02	1.490208e+00	1.496819e-02
8.130000e+02	1.490126e+00	1.488829e-02
8.140000e+02	1.490044e+00	1.480839e-02
8.150000e+02	1.489961e+00	1.472849e-02
8.160000e+02	1.489879e+00	1.464859e-02
8.170000e+02	1.489799e+00	1.457271e-02
8.180000e+02	1.489720e+00	1.449737e-02
8.190000e+02	1.489640e+00	1.442204e-02
8.200000e+02	1.489560e+00	1.434670e-02
8.210000e+02	1.489481e+00	1.427137e-02
8.220000e+02	1.489402e+00	1.419806e-02
8.230000e+02	1.489325e+00	1.412698e-02
8.240000e+02	1.489248e+00	1.405591e-02
8.250000e+02	1.489171e+00	1.398483e-02
8.260000e+02	1.489094e+00	1.391375e-02
8.270000e+02	1.489017e+00	1.384268e-02
8.280000e+02	1.488942e+00	1.377558e-02
