ref: simulated example

wavelength (nm)	n	k
7.880000e+02	2.089597e+00	7.580938e-03
7.890000e+02	2.089404e+00	7.591256e-03
7.900000e+02	2.089212e+00	7.601574e-03
7.910000e+02	2.089019e+00	7.611900e-03
7.920000e+02	2.088827e+00	7.622228e-03
7.930000e+02	2.088634e+00	7.632555e-03
7.940000e+02	2.088442e+00	7.642883e-03
7.950000e+02	2.088250e+00	7.653210e-03
7.960000e+02	2.088057e+00	7.663546e-03
7.970000e+02	2.087864e+00	7.673884e-03
7.980000e+02	2.087672e+00	7.684221e-03
7.990000e+02	2.087479e+00	7.694559e-03
8.000000e+02	2.087287e+00	7.704896e-03
8.010000e+02	2.087094e+00	7.715241e-03
8.020000e+02	2.086902e+00	7.725589e-03
8.030000e+02	2.086709e+00	7.735936e-03
8.040000e+02	2.086516e+00	7.746284e-03
8.050000e+02	2.086324e+00	7.756632e-03
8.060000e+02	2.086131e+00	7.766985e-03
8.070000e+02	2.085938e+00	7.777343e-03
8.080000e+02	2.085746e+00	7.787701e-03
8.090000e+02	2.085553e+00	7.798059e-03
8.100000e+02	2.085360e+00	7.808417e-03
8.110000e+02	2.085167e+00	7.818778e-03
8.120000e+02	2.084975e+00	7.829146e-03
8.130000e+02	2.084782e+00	7.839515e-03
8.140000e+02	2.084589e+00	7.849884e-03
8.150000e+02	2.084396e+00	7.860252e-03
8.160000e+02	2.084203e+00	7.870621e-03
8.170000e+02	2.084010e+00	7.880999e-03
8.180000e+02	2.083817e+00	7.891378e-03
8.190000e+02	2.083624e+00	7.901757e-03
8.200000e+02	2.083432e+00	7.912137e-03
8.210000e+02	2.083239e+00	7.922516e-03
8.220000e+02	2.083046e+00	7.932901e-03
8.230000e+02	2.082853e+00	7.943291e-03
8.240000e+02	2.082660e+00	7.953681e-03
8.250000e+02	2.082467e+00	7.964071e-03
8.260000e+02	2.082274e+00	7.974461e-03
8.270000e+02	2.082081e+00	7.984851e-03
